Book Name,Author,Rating,Number_of_Reviews,Price,Description,Listening Time,Ranks and Genre,Time,combined_text,cluster,dbscan_cluster,agglo_cluster
Uncommon Type: Some Stories,Tom Hanks,4.2,973.0,752.0,Read by two-time Oscar winner Tom Hanks. ,10 hours and 1 minute,",#3,528 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Literature Anthologies,#38 in Fiction Short Stories,#209 in Literary Fiction",601.0,"Uncommon Type: Some Stories Tom Hanks Read by two-time Oscar winner Tom Hanks.  ,#3,528 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Literature Anthologies,#38 in Fiction Short Stories,#209 in Literary Fiction",5,-1,1
It Starts with Clients: Your 100-Day Plan to Build Lifelong Relationships and Revenue,Andrew Sobel,4.8,41.0,586.0,"Andrew Sobel offers a proven, 100-day plan for conquering 14 tough client development challenges and growing your client base. He's encapsulated 25 years of unique research, including personal interviews with over 3,000 top executives, into a practical road map for winning more new clients and growing your existing relationships.",7 hours and 39 minutes,",#2,918 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Business Consulting,#8 in Customer Service,#248 in Personal Success in Business",459.0,"It Starts with Clients: Your 100-Day Plan to Build Lifelong Relationships and Revenue Andrew Sobel Andrew Sobel offers a proven, 100-day plan for conquering 14 tough client development challenges and growing your client base. He's encapsulated 25 years of unique research, including personal interviews with over 3,000 top executives, into a practical road map for winning more new clients and growing your existing relationships. ,#2,918 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Business Consulting,#8 in Customer Service,#248 in Personal Success in Business",4,-1,0
The Mercies,Kiran Millwood Hargrave,4.4,222.0,323.0,"On Christmas Eve, 1617, the sea around the remote Norwegian island of Vardø is thrown into a reckless storm. As Maren Magnusdatter watches, 40 fishermen, including her father and brother, are lost to the waves, the menfolk of Vardø wiped out in an instant.",11 hours and 5 minutes,",#539 in True Accounts (Books),#2,112 in Historical Fiction (Books),#5,801 in Contemporary Fiction (Books)",665.0,"The Mercies Kiran Millwood Hargrave On Christmas Eve, 1617, the sea around the remote Norwegian island of Vardø is thrown into a reckless storm. As Maren Magnusdatter watches, 40 fishermen, including her father and brother, are lost to the waves, the menfolk of Vardø wiped out in an instant. ,#539 in True Accounts (Books),#2,112 in Historical Fiction (Books),#5,801 in Contemporary Fiction (Books)",0,-1,2
"Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry",Catherine M. Pittman PhD,4.6,601.0,668.0,"Do you ever wonder what is happening inside your brain when you feel anxious, panicked, and worried? In Rewire Your Anxious Brain, psychologist Catherine Pittman and author Elizabeth Karle offer a unique, evidence-based solution to overcoming anxiety, based in cutting-edge neuroscience and research. ",6 hours and 30 minutes,",#3,416 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Anxiety Disorders,#24 in Neuroscience & Neuropsychology,#54 in Biological Sciences",390.0,"Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry Catherine M. Pittman PhD Do you ever wonder what is happening inside your brain when you feel anxious, panicked, and worried? In Rewire Your Anxious Brain, psychologist Catherine Pittman and author Elizabeth Karle offer a unique, evidence-based solution to overcoming anxiety, based in cutting-edge neuroscience and research.  ,#3,416 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Anxiety Disorders,#24 in Neuroscience & Neuropsychology,#54 in Biological Sciences",0,-1,0
The 8th Habit (Live),Stephen Covey,4.4,437.0,304.0, ,45 minutes,",#1,620 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#25 in Stress Management,#55 in Business Motivation & Self-Improvement,#82 in Leadership",10.0,"The 8th Habit (Live) Stephen Covey   ,#1,620 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#25 in Stress Management,#55 in Business Motivation & Self-Improvement,#82 in Leadership",4,-1,0
"The End of Mental Illness: How Neuroscience Is Transforming Psychiatry and Helping Prevent or Reverse Mood and Anxiety Disorders, ADHD, Addictions, PTSD, Psychosis, Personality Disorders, and More",Daniel G. Amen,4.7,525.0,1055.0,"New hope for those suffering from conditions like depression, anxiety, bipolar disorder, addictions, PTSD, ADHD, and more. ",13 hours and 37 minutes,",#3,256 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Emotions,#52 in Biological Sciences,#54 in Mental Health (Audible Audiobooks & Originals)",817.0,"The End of Mental Illness: How Neuroscience Is Transforming Psychiatry and Helping Prevent or Reverse Mood and Anxiety Disorders, ADHD, Addictions, PTSD, Psychosis, Personality Disorders, and More Daniel G. Amen New hope for those suffering from conditions like depression, anxiety, bipolar disorder, addictions, PTSD, ADHD, and more.  ,#3,256 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Emotions,#52 in Biological Sciences,#54 in Mental Health (Audible Audiobooks & Originals)",3,-1,0
Creating True Prosperity,Shakti Gawain,4.9,18.0,421.0,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",3 hours and 45 minutes,",#3,723 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#506 in Personal Success,#755 in Mental & Spiritual Healing,#4,039 in Mind, Body & Spirit",225.0,"Creating True Prosperity Shakti Gawain 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
 ,#3,723 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#506 in Personal Success,#755 in Mental & Spiritual Healing,#4,039 in Mind, Body & Spirit",7,-1,7
After,Anna Todd,4.2,354.0,497.0,"Ambiziosa, riservata e con un ragazzo perfetto che l'aspetta a casa, Tessa ama pensare di avere il controllo della sua vita. Al primo anno di college, il suo futuro sembra già segnato: una laurea, un buon lavoro, un matrimonio felice... Sembra, perché Tessa fa a malapena in tempo a mettere piede nel campus che subito s'imbatte in Hardin. E da allora niente è più come prima.",15 hours and 41 minutes,",#2,953 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#104 in Contemporary Romance (Audible Audiobooks & Originals),#6,860 in Romance (Books)",941.0,"After Anna Todd Ambiziosa, riservata e con un ragazzo perfetto che l'aspetta a casa, Tessa ama pensare di avere il controllo della sua vita. Al primo anno di college, il suo futuro sembra già segnato: una laurea, un buon lavoro, un matrimonio felice... Sembra, perché Tessa fa a malapena in tempo a mettere piede nel campus che subito s'imbatte in Hardin. E da allora niente è più come prima. ,#2,953 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#104 in Contemporary Romance (Audible Audiobooks & Originals),#6,860 in Romance (Books)",3,-1,4
Difficulty of Being Good,Gurcharan Das,4.5,210.0,1005.0,Why be good? What exactly is dharma? How does one practice it; and to what effect? Gurcharan Das’ superb exposition of the dilemmas and ambiguities inherent in the Mahabharata shows us how we can come to terms with the uncertain ethics of the world today - a world that is uncannily similar to that of the great epic.,12 hours and 21 minutes,",#585 in Literary Theory, History & Criticism,#1,158 in Society & Culture (Books),#1,231 in Hinduism (Books)",741.0,"Difficulty of Being Good Gurcharan Das Why be good? What exactly is dharma? How does one practice it; and to what effect? Gurcharan Das’ superb exposition of the dilemmas and ambiguities inherent in the Mahabharata shows us how we can come to terms with the uncertain ethics of the world today - a world that is uncannily similar to that of the great epic. ,#585 in Literary Theory, History & Criticism,#1,158 in Society & Culture (Books),#1,231 in Hinduism (Books)",0,-1,0
"Organizational Behaviour: People, Process, Work and Human Resource Management",Raisa Arvinen-Muondo - editor,4.5,9.0,1005.0,"There is a large body of shared knowledge between the study of Organizational Behaviour and Human Resource Management but despite the crossover, they are often treated as very distinct disciplines. Written by a team of experts across both fields, Organizational Behaviour bridges the gap between OB and HRM, with an emphasis on inter-cultural and cross-cultural perspectives of organizational development, talent management, and leadership. Through a critical analysis of existing literature and case studies, the contributors cover topics such as corporate governance, ethical business practices, employee morale and motivation, performance management, corporate politics and conflict resolution, workplace diversity, creativity, and change management - all within the framework of current global employment standards and best practices.",11 hours and 29 minutes,",#3,183 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#36 in Organisational Behaviour,#5,178 in Analysis & Strategy,#36,055 in Textbooks & Study Guides",689.0,"Organizational Behaviour: People, Process, Work and Human Resource Management Raisa Arvinen-Muondo - editor There is a large body of shared knowledge between the study of Organizational Behaviour and Human Resource Management but despite the crossover, they are often treated as very distinct disciplines. Written by a team of experts across both fields, Organizational Behaviour bridges the gap between OB and HRM, with an emphasis on inter-cultural and cross-cultural perspectives of organizational development, talent management, and leadership. Through a critical analysis of existing literature and case studies, the contributors cover topics such as corporate governance, ethical business practices, employee morale and motivation, performance management, corporate politics and conflict resolution, workplace diversity, creativity, and change management - all within the framework of current global employment standards and best practices. ,#3,183 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#36 in Organisational Behaviour,#5,178 in Analysis & Strategy,#36,055 in Textbooks & Study Guides",4,-1,0
